"Obs","Sim","variable","sp","season","climate","method"
4.82528607793477,4.82528607793477,"ICE","MAC","winter","MIROC-ESM","svm"
86.5090894718415,86.5090894718415,"SST","MAC","winter","MIROC-ESM","svm"
11.2506088070217,11.2506088070217,"WINu","MAC","winter","MIROC-ESM","svm"
0,0,"WINv","MAC","winter","MIROC-ESM","svm"
6.72593129412998,6.72593129412998,"WIN","MAC","winter","MIROC-ESM","svm"
27.9018299506884,27.9018299506884,"CURu","MAC","winter","MIROC-ESM","svm"
66.5129137303649,66.5129137303649,"CURv","MAC","winter","MIROC-ESM","svm"
42.039780376066,42.039780376066,"CUR","MAC","winter","MIROC-ESM","svm"
100,100,"SSH","MAC","winter","MIROC-ESM","svm"
28.5974723983678,28.5974723983678,"SSHg","MAC","winter","MIROC-ESM","svm"
64.6876064633814,64.6876064633814,"SSTg","MAC","winter","MIROC-ESM","svm"
49.7485200496307,49.7485200496307,"DEP","MAC","winter","MIROC-ESM","svm"
