"Overall","variable","sp","season","climate","method"
NA,"WINu","MAC","summer","BCC-CSM1.1","gam"
NA,"WINv","MAC","summer","BCC-CSM1.1","gam"
NA,"WIN","MAC","summer","BCC-CSM1.1","gam"
NA,"CURu","MAC","summer","BCC-CSM1.1","gam"
NA,"CURv","MAC","summer","BCC-CSM1.1","gam"
NA,"CUR","MAC","summer","BCC-CSM1.1","gam"
NA,"SST","MAC","summer","BCC-CSM1.1","gam"
NA,"SSH","MAC","summer","BCC-CSM1.1","gam"
NA,"SSHg","MAC","summer","BCC-CSM1.1","gam"
NA,"SSTg","MAC","summer","BCC-CSM1.1","gam"
NA,"DEP","MAC","summer","BCC-CSM1.1","gam"
