"Overall","variable","sp","climate","season","method"
0,"ICE","MAC","NorESM1-M","winter","rf"
70.6306130195031,"SST","MAC","NorESM1-M","winter","rf"
25.0953417465846,"SSTg","MAC","NorESM1-M","winter","rf"
53.7139042802254,"WINu","MAC","NorESM1-M","winter","rf"
27.1605583347288,"WINv","MAC","NorESM1-M","winter","rf"
32.1226404851738,"CURu","MAC","NorESM1-M","winter","rf"
29.4954490877598,"CURv","MAC","NorESM1-M","winter","rf"
100,"SSH","MAC","NorESM1-M","winter","rf"
21.3111822701488,"SSHg","MAC","NorESM1-M","winter","rf"
28.4070849644307,"DEP","MAC","NorESM1-M","winter","rf"
