"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","ORC","winter","ACCESS1-0","svm"
14.9346721565953,14.9346721565953,"SST","ORC","winter","ACCESS1-0","svm"
5.78039250947534,5.78039250947534,"WINu","ORC","winter","ACCESS1-0","svm"
2.08846986341356,2.08846986341356,"WINv","ORC","winter","ACCESS1-0","svm"
8.5904201036742,8.5904201036742,"WIN","ORC","winter","ACCESS1-0","svm"
65.5891574306932,65.5891574306932,"CURu","ORC","winter","ACCESS1-0","svm"
6.09735379762725,6.09735379762725,"CURv","ORC","winter","ACCESS1-0","svm"
68.780122097732,68.780122097732,"CUR","ORC","winter","ACCESS1-0","svm"
19.1664369028877,19.1664369028877,"SSH","ORC","winter","ACCESS1-0","svm"
61.4143794063753,61.4143794063753,"SSHg","ORC","winter","ACCESS1-0","svm"
43.9118566464992,43.9118566464992,"SSTg","ORC","winter","ACCESS1-0","svm"
100,100,"DEP","ORC","winter","ACCESS1-0","svm"
