"Overall","variable","sp","climate","season","method"
0,"ICE","SFS","NorESM1-M","summer","rf"
36.8217587665305,"SST","SFS","NorESM1-M","summer","rf"
24.5754487197417,"SSTg","SFS","NorESM1-M","summer","rf"
20.2037790967636,"WINu","SFS","NorESM1-M","summer","rf"
27.0662882623565,"WINv","SFS","NorESM1-M","summer","rf"
33.6912219326367,"CURu","SFS","NorESM1-M","summer","rf"
35.9247784256482,"CURv","SFS","NorESM1-M","summer","rf"
41.1177940600328,"SSH","SFS","NorESM1-M","summer","rf"
21.5833708331601,"SSHg","SFS","NorESM1-M","summer","rf"
100,"DEP","SFS","NorESM1-M","summer","rf"
