"Obs","Sim","variable","sp","season","climate","method"
5.17293342430235,5.17293342430235,"ICE","SRP","winter","CMCC-CM","svm"
66.0640825513773,66.0640825513773,"SST","SRP","winter","CMCC-CM","svm"
99.4787671487918,99.4787671487918,"WINu","SRP","winter","CMCC-CM","svm"
52.0191695316865,52.0191695316865,"WINv","SRP","winter","CMCC-CM","svm"
100,100,"WIN","SRP","winter","CMCC-CM","svm"
1.87687582761886,1.87687582761886,"CURu","SRP","winter","CMCC-CM","svm"
20.1583339962753,20.1583339962753,"CURv","SRP","winter","CMCC-CM","svm"
0.602003576302437,0.602003576302437,"CUR","SRP","winter","CMCC-CM","svm"
69.989646878813,69.989646878813,"SSH","SRP","winter","CMCC-CM","svm"
0,0,"SSHg","SRP","winter","CMCC-CM","svm"
64.7786598435968,64.7786598435968,"SSTg","SRP","winter","CMCC-CM","svm"
18.8876056418429,18.8876056418429,"DEP","SRP","winter","CMCC-CM","svm"
