"Obs","Sim","variable","sp","season","climate","method"
57.5550047101907,57.5550047101907,"ICE","LMS","winter","ACCESS1-0","svm"
21.3005230456101,21.3005230456101,"SST","LMS","winter","ACCESS1-0","svm"
100,100,"WINu","LMS","winter","ACCESS1-0","svm"
22.9151188655276,22.9151188655276,"WINv","LMS","winter","ACCESS1-0","svm"
89.3812013749975,89.3812013749975,"WIN","LMS","winter","ACCESS1-0","svm"
93.8833913056712,93.8833913056712,"CURu","LMS","winter","ACCESS1-0","svm"
94.0829295956443,94.0829295956443,"CURv","LMS","winter","ACCESS1-0","svm"
91.7455036438673,91.7455036438673,"CUR","LMS","winter","ACCESS1-0","svm"
17.2936714788418,17.2936714788418,"SSH","LMS","winter","ACCESS1-0","svm"
48.6494980067911,48.6494980067911,"SSHg","LMS","winter","ACCESS1-0","svm"
55.7650111922616,55.7650111922616,"SSTg","LMS","winter","ACCESS1-0","svm"
0,0,"DEP","LMS","winter","ACCESS1-0","svm"
