"Overall","variable","sp","climate","season","method"
0,"ICE","SRP","CMCC-CM","winter","rf"
33.4337694284573,"SST","SRP","CMCC-CM","winter","rf"
37.8796500231167,"SSTg","SRP","CMCC-CM","winter","rf"
100,"WINu","SRP","CMCC-CM","winter","rf"
55.1622509734515,"WINv","SRP","CMCC-CM","winter","rf"
39.4005800171745,"CURu","SRP","CMCC-CM","winter","rf"
34.4848086354569,"CURv","SRP","CMCC-CM","winter","rf"
57.8726468629255,"SSH","SRP","CMCC-CM","winter","rf"
45.0256427577839,"SSHg","SRP","CMCC-CM","winter","rf"
81.790067231364,"DEP","SRP","CMCC-CM","winter","rf"
