"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","SFS","winter","CMCC-CM","svm"
79.0062416299487,79.0062416299487,"SST","SFS","winter","CMCC-CM","svm"
56.1147067695267,56.1147067695267,"WINu","SFS","winter","CMCC-CM","svm"
16.1591609081674,16.1591609081674,"WINv","SFS","winter","CMCC-CM","svm"
59.3229474809929,59.3229474809929,"WIN","SFS","winter","CMCC-CM","svm"
15.6269492371941,15.6269492371941,"CURu","SFS","winter","CMCC-CM","svm"
1.22730865345905,1.22730865345905,"CURv","SFS","winter","CMCC-CM","svm"
15.1609177775241,15.1609177775241,"CUR","SFS","winter","CMCC-CM","svm"
90.6523503232162,90.6523503232162,"SSH","SFS","winter","CMCC-CM","svm"
33.7601008675152,33.7601008675152,"SSHg","SFS","winter","CMCC-CM","svm"
100,100,"SSTg","SFS","winter","CMCC-CM","svm"
17.8063092015297,17.8063092015297,"DEP","SFS","winter","CMCC-CM","svm"
