"Overall","variable","sp","climate","season","method"
0,"ICE","WAB","CMCC-CM","summer","rf"
25.8883789182144,"SST","WAB","CMCC-CM","summer","rf"
36.3146256768331,"SSTg","WAB","CMCC-CM","summer","rf"
38.42311723462,"WINu","WAB","CMCC-CM","summer","rf"
38.7830075978639,"WINv","WAB","CMCC-CM","summer","rf"
28.7087103147735,"CURu","WAB","CMCC-CM","summer","rf"
31.4643831408136,"CURv","WAB","CMCC-CM","summer","rf"
43.5475081775469,"SSH","WAB","CMCC-CM","summer","rf"
21.7127991993851,"SSHg","WAB","CMCC-CM","summer","rf"
100,"DEP","WAB","CMCC-CM","summer","rf"
