"Overall","variable","sp","season","climate","method"
NA,"WINu","SRP","summer","CanESM2","gam"
NA,"WINv","SRP","summer","CanESM2","gam"
NA,"WIN","SRP","summer","CanESM2","gam"
NA,"SST","SRP","summer","CanESM2","gam"
NA,"SSH","SRP","summer","CanESM2","gam"
NA,"SSHg","SRP","summer","CanESM2","gam"
NA,"SSTg","SRP","summer","CanESM2","gam"
NA,"CURu","SRP","summer","CanESM2","gam"
NA,"CURv","SRP","summer","CanESM2","gam"
NA,"CUR","SRP","summer","CanESM2","gam"
NA,"DEP","SRP","summer","CanESM2","gam"
