"Overall","variable","sp","climate","season","method"
0,"ICE","ORC","EC-EARTH","summer","gbm"
13.1201293623344,"SST","ORC","EC-EARTH","summer","gbm"
4.79246313231797,"SSTg","ORC","EC-EARTH","summer","gbm"
4.05203883777374,"WIN","ORC","EC-EARTH","summer","gbm"
2.67836384516969,"WINu","ORC","EC-EARTH","summer","gbm"
2.99564721051817,"WINv","ORC","EC-EARTH","summer","gbm"
6.20435332473691,"CUR","ORC","EC-EARTH","summer","gbm"
5.30150677926326,"CURu","ORC","EC-EARTH","summer","gbm"
10.8804765091957,"CURv","ORC","EC-EARTH","summer","gbm"
4.78096769703011,"SSH","ORC","EC-EARTH","summer","gbm"
5.10189694145497,"SSHg","ORC","EC-EARTH","summer","gbm"
100,"DEP","ORC","EC-EARTH","summer","gbm"
