"Overall","variable","sp","climate","season","method"
0,"ICE","SFS","CMCC-CM","summer","gbm"
69.7950159464129,"SST","SFS","CMCC-CM","summer","gbm"
31.0650327607818,"SSTg","SFS","CMCC-CM","summer","gbm"
28.1002428272176,"WIN","SFS","CMCC-CM","summer","gbm"
20.4581833110278,"WINu","SFS","CMCC-CM","summer","gbm"
29.7411397065755,"WINv","SFS","CMCC-CM","summer","gbm"
38.0999019141882,"CUR","SFS","CMCC-CM","summer","gbm"
45.0085479909782,"CURu","SFS","CMCC-CM","summer","gbm"
23.006922001552,"CURv","SFS","CMCC-CM","summer","gbm"
22.7794133104535,"SSH","SFS","CMCC-CM","summer","gbm"
100,"SSHg","SFS","CMCC-CM","summer","gbm"
39.5371395682064,"DEP","SFS","CMCC-CM","summer","gbm"
