"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","NGP","winter","ACCESS1-0","svm"
62.2127512064294,62.2127512064294,"SST","NGP","winter","ACCESS1-0","svm"
31.3067265092151,31.3067265092151,"WINu","NGP","winter","ACCESS1-0","svm"
14.324651906721,14.324651906721,"WINv","NGP","winter","ACCESS1-0","svm"
28.5897166905368,28.5897166905368,"WIN","NGP","winter","ACCESS1-0","svm"
88.0987766942466,88.0987766942466,"CURu","NGP","winter","ACCESS1-0","svm"
7.04532890595785,7.04532890595785,"CURv","NGP","winter","ACCESS1-0","svm"
95.058148834013,95.058148834013,"CUR","NGP","winter","ACCESS1-0","svm"
15.3047925731992,15.3047925731992,"SSH","NGP","winter","ACCESS1-0","svm"
45.0198897413209,45.0198897413209,"SSHg","NGP","winter","ACCESS1-0","svm"
30.513338381028,30.513338381028,"SSTg","NGP","winter","ACCESS1-0","svm"
100,100,"DEP","NGP","winter","ACCESS1-0","svm"
