"Overall","variable","sp","season","climate","method"
23.983369304806,"ICE","MAC","winter","MIROC-ESM","ann"
23.6562535449886,"SST","MAC","winter","MIROC-ESM","ann"
23.8448060026191,"WINu","MAC","winter","MIROC-ESM","ann"
0,"WINv","MAC","winter","MIROC-ESM","ann"
55.1002894374645,"WIN","MAC","winter","MIROC-ESM","ann"
100,"CURu","MAC","winter","MIROC-ESM","ann"
76.2103573997805,"CURv","MAC","winter","MIROC-ESM","ann"
91.0623057618107,"CUR","MAC","winter","MIROC-ESM","ann"
25.4353448792253,"SSH","MAC","winter","MIROC-ESM","ann"
9.50066714784854,"SSHg","MAC","winter","MIROC-ESM","ann"
5.19415175308592,"SSTg","MAC","winter","MIROC-ESM","ann"
37.3632070824522,"DEP","MAC","winter","MIROC-ESM","ann"
