"Overall","variable","sp","season","climate","method"
20.0595593705026,"ICE","WCP","summer","CMCC-CM","ann"
57.161132895237,"SST","WCP","summer","CMCC-CM","ann"
65.5141008040482,"WINu","WCP","summer","CMCC-CM","ann"
5.49874906067859,"WINv","WCP","summer","CMCC-CM","ann"
0.23404881133933,"WIN","WCP","summer","CMCC-CM","ann"
100,"CURu","WCP","summer","CMCC-CM","ann"
85.0261754153893,"CURv","WCP","summer","CMCC-CM","ann"
16.2359839222421,"CUR","WCP","summer","CMCC-CM","ann"
24.3923452438226,"SSH","WCP","summer","CMCC-CM","ann"
0,"SSHg","WCP","summer","CMCC-CM","ann"
14.9083821767406,"SSTg","WCP","summer","CMCC-CM","ann"
68.7426739914162,"DEP","WCP","summer","CMCC-CM","ann"
