"Overall","variable","sp","climate","season","method"
0,"ICE","IYA","EC-EARTH","winter","rf"
100,"SST","IYA","EC-EARTH","winter","rf"
34.2013778716717,"SSTg","IYA","EC-EARTH","winter","rf"
57.0916949739402,"WINu","IYA","EC-EARTH","winter","rf"
43.516123622237,"WINv","IYA","EC-EARTH","winter","rf"
68.9948347088787,"CURu","IYA","EC-EARTH","winter","rf"
29.5575975796064,"CURv","IYA","EC-EARTH","winter","rf"
77.6690400541874,"SSH","IYA","EC-EARTH","winter","rf"
53.6255841787722,"SSHg","IYA","EC-EARTH","winter","rf"
57.1931461982557,"DEP","IYA","EC-EARTH","winter","rf"
