"Overall","variable","sp","season","climate","method"
NA,"WINu","SRP","winter","ACCESS1-0","gam"
0,"WINv","SRP","winter","ACCESS1-0","gam"
0,"WIN","SRP","winter","ACCESS1-0","gam"
NA,"CURu","SRP","winter","ACCESS1-0","gam"
NA,"CURv","SRP","winter","ACCESS1-0","gam"
NA,"CUR","SRP","winter","ACCESS1-0","gam"
NA,"SST","SRP","winter","ACCESS1-0","gam"
NA,"SSH","SRP","winter","ACCESS1-0","gam"
NA,"SSHg","SRP","winter","ACCESS1-0","gam"
NA,"SSTg","SRP","winter","ACCESS1-0","gam"
0,"DEP","SRP","winter","ACCESS1-0","gam"
