"Overall","variable","sp","season","climate","method"
0,"ICE","GHA","summer","CanESM2","rf"
54.9943648351618,"SST","GHA","summer","CanESM2","rf"
33.2757324299505,"WINu","GHA","summer","CanESM2","rf"
30.0362413113424,"WINv","GHA","summer","CanESM2","rf"
29.0520496447751,"WIN","GHA","summer","CanESM2","rf"
55.392904610655,"CURu","GHA","summer","CanESM2","rf"
82.1574589266891,"CURv","GHA","summer","CanESM2","rf"
44.3421807726295,"CUR","GHA","summer","CanESM2","rf"
55.1182006486698,"SSH","GHA","summer","CanESM2","rf"
57.6012897542906,"SSHg","GHA","summer","CanESM2","rf"
59.8542568324619,"SSTg","GHA","summer","CanESM2","rf"
100,"DEP","GHA","summer","CanESM2","rf"
