"Overall","variable","sp","season","climate","method"
NA,"WINu","WAB","summer","MIROC-ESM","gam"
NA,"WINv","WAB","summer","MIROC-ESM","gam"
NA,"WIN","WAB","summer","MIROC-ESM","gam"
NA,"SST","WAB","summer","MIROC-ESM","gam"
NA,"SSH","WAB","summer","MIROC-ESM","gam"
NA,"SSHg","WAB","summer","MIROC-ESM","gam"
NA,"SSTg","WAB","summer","MIROC-ESM","gam"
NA,"CURu","WAB","summer","MIROC-ESM","gam"
NA,"CURv","WAB","summer","MIROC-ESM","gam"
0,"CUR","WAB","summer","MIROC-ESM","gam"
NA,"DEP","WAB","summer","MIROC-ESM","gam"
