"Overall","variable","sp","climate","season","method"
0,"ICE","MAC","CMCC-CM","winter","rf"
43.2470102634844,"SST","MAC","CMCC-CM","winter","rf"
48.1237107477105,"SSTg","MAC","CMCC-CM","winter","rf"
31.0692721361863,"WINu","MAC","CMCC-CM","winter","rf"
40.6448634904818,"WINv","MAC","CMCC-CM","winter","rf"
24.4085855793385,"CURu","MAC","CMCC-CM","winter","rf"
18.3878584056766,"CURv","MAC","CMCC-CM","winter","rf"
100,"SSH","MAC","CMCC-CM","winter","rf"
17.7588662173575,"SSHg","MAC","CMCC-CM","winter","rf"
22.1235231244834,"DEP","MAC","CMCC-CM","winter","rf"
