"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","IYA","winter","CMCC-CM","svm"
100,100,"SST","IYA","winter","CMCC-CM","svm"
81.1139963814347,81.1139963814347,"WINu","IYA","winter","CMCC-CM","svm"
70.3176531702798,70.3176531702798,"WINv","IYA","winter","CMCC-CM","svm"
90.2502443512994,90.2502443512994,"WIN","IYA","winter","CMCC-CM","svm"
18.2574192358254,18.2574192358254,"CURu","IYA","winter","CMCC-CM","svm"
64.3447135078274,64.3447135078274,"CURv","IYA","winter","CMCC-CM","svm"
46.7795089139057,46.7795089139057,"CUR","IYA","winter","CMCC-CM","svm"
82.9801685822604,82.9801685822604,"SSH","IYA","winter","CMCC-CM","svm"
65.879557936653,65.879557936653,"SSHg","IYA","winter","CMCC-CM","svm"
76.4287307862931,76.4287307862931,"SSTg","IYA","winter","CMCC-CM","svm"
33.318569424116,33.318569424116,"DEP","IYA","winter","CMCC-CM","svm"
