"Overall","variable","sp","season","climate","method"
NA,"WINu","SFS","winter","MIROC-ESM","gam"
NA,"WINv","SFS","winter","MIROC-ESM","gam"
NA,"WIN","SFS","winter","MIROC-ESM","gam"
NA,"CURu","SFS","winter","MIROC-ESM","gam"
NA,"CURv","SFS","winter","MIROC-ESM","gam"
NA,"CUR","SFS","winter","MIROC-ESM","gam"
NA,"SSH","SFS","winter","MIROC-ESM","gam"
NA,"SST","SFS","winter","MIROC-ESM","gam"
NA,"SSHg","SFS","winter","MIROC-ESM","gam"
NA,"SSTg","SFS","winter","MIROC-ESM","gam"
NA,"DEP","SFS","winter","MIROC-ESM","gam"
