"Overall","variable","sp","climate","season","method"
0,"ICE","ORC","EC-EARTH","winter","rf"
1.78234395647636,"SST","ORC","EC-EARTH","winter","rf"
3.27010354117752,"SSTg","ORC","EC-EARTH","winter","rf"
2.20624469428586,"WINu","ORC","EC-EARTH","winter","rf"
2.12056229563514,"WINv","ORC","EC-EARTH","winter","rf"
22.1066343984446,"CURu","ORC","EC-EARTH","winter","rf"
9.69796538708173,"CURv","ORC","EC-EARTH","winter","rf"
2.74777248106744,"SSH","ORC","EC-EARTH","winter","rf"
7.90105055483668,"SSHg","ORC","EC-EARTH","winter","rf"
100,"DEP","ORC","EC-EARTH","winter","rf"
