"Overall","variable","sp","season","climate","method"
0,"WINu","AFS","summer","BCC-CSM1.1","gam"
0,"WINv","AFS","summer","BCC-CSM1.1","gam"
0,"WIN","AFS","summer","BCC-CSM1.1","gam"
NA,"CURu","AFS","summer","BCC-CSM1.1","gam"
NA,"CURv","AFS","summer","BCC-CSM1.1","gam"
0,"CUR","AFS","summer","BCC-CSM1.1","gam"
NA,"SST","AFS","summer","BCC-CSM1.1","gam"
NA,"SSH","AFS","summer","BCC-CSM1.1","gam"
NA,"SSHg","AFS","summer","BCC-CSM1.1","gam"
NA,"SSTg","AFS","summer","BCC-CSM1.1","gam"
NA,"DEP","AFS","summer","BCC-CSM1.1","gam"
