"Overall","variable","sp","climate","season","method"
0,"ICE","SFS","BCC-CSM1.1","summer","rf"
42.2776870547944,"SST","SFS","BCC-CSM1.1","summer","rf"
36.5851877449502,"SSTg","SFS","BCC-CSM1.1","summer","rf"
14.1950670638094,"WINu","SFS","BCC-CSM1.1","summer","rf"
10.159887791077,"WINv","SFS","BCC-CSM1.1","summer","rf"
40.7773512528281,"CURu","SFS","BCC-CSM1.1","summer","rf"
43.7727248783165,"CURv","SFS","BCC-CSM1.1","summer","rf"
31.4712196337951,"SSH","SFS","BCC-CSM1.1","summer","rf"
23.9713412938965,"SSHg","SFS","BCC-CSM1.1","summer","rf"
100,"DEP","SFS","BCC-CSM1.1","summer","rf"
