"Overall","variable","sp","season","climate","method"
NA,"WINv","KIN","winter","EC-EARTH","gam"
NA,"WIN","KIN","winter","EC-EARTH","gam"
NA,"WINu","KIN","winter","EC-EARTH","gam"
NA,"CURv","KIN","winter","EC-EARTH","gam"
NA,"CURu","KIN","winter","EC-EARTH","gam"
NA,"CUR","KIN","winter","EC-EARTH","gam"
NA,"SST","KIN","winter","EC-EARTH","gam"
NA,"SSH","KIN","winter","EC-EARTH","gam"
NA,"SSHg","KIN","winter","EC-EARTH","gam"
NA,"SSTg","KIN","winter","EC-EARTH","gam"
NA,"DEP","KIN","winter","EC-EARTH","gam"
