"Overall","variable","sp","climate","season","method"
0,"ICE","SRP","EC-EARTH","summer","gbm"
100,"SST","SRP","EC-EARTH","summer","gbm"
35.3680733265737,"SSTg","SRP","EC-EARTH","summer","gbm"
1.91667091323679,"WIN","SRP","EC-EARTH","summer","gbm"
5.66532215602706,"WINu","SRP","EC-EARTH","summer","gbm"
4.42123315631129,"WINv","SRP","EC-EARTH","summer","gbm"
2.57747371093058,"CUR","SRP","EC-EARTH","summer","gbm"
1.53209831983291,"CURu","SRP","EC-EARTH","summer","gbm"
8.8905477971004,"CURv","SRP","EC-EARTH","summer","gbm"
11.4736976188476,"SSH","SRP","EC-EARTH","summer","gbm"
5.43508746127854,"SSHg","SRP","EC-EARTH","summer","gbm"
12.3180723805606,"DEP","SRP","EC-EARTH","summer","gbm"
