"Overall","variable","sp","season","climate","method"
13.0458626220435,"ICE","MAC","winter","ACCESS1-0","ann"
72.2672641632363,"SST","MAC","winter","ACCESS1-0","ann"
98.0255611667615,"WINu","MAC","winter","ACCESS1-0","ann"
18.5997201236491,"WINv","MAC","winter","ACCESS1-0","ann"
100,"WIN","MAC","winter","ACCESS1-0","ann"
22.1062905150711,"CURu","MAC","winter","ACCESS1-0","ann"
26.1391408030668,"CURv","MAC","winter","ACCESS1-0","ann"
20.0490934796951,"CUR","MAC","winter","ACCESS1-0","ann"
10.5409415281049,"SSH","MAC","winter","ACCESS1-0","ann"
0,"SSHg","MAC","winter","ACCESS1-0","ann"
1.126949530709,"SSTg","MAC","winter","ACCESS1-0","ann"
62.6146432583456,"DEP","MAC","winter","ACCESS1-0","ann"
