"Obs","Sim","variable","sp","season","climate","method"
4.28961873805746,4.28961873805746,"ICE","IYA","winter","BCC-CSM1.1","svm"
100,100,"SST","IYA","winter","BCC-CSM1.1","svm"
82.2826134231807,82.2826134231807,"WINu","IYA","winter","BCC-CSM1.1","svm"
87.3530580113141,87.3530580113141,"WINv","IYA","winter","BCC-CSM1.1","svm"
86.3953711570078,86.3953711570078,"WIN","IYA","winter","BCC-CSM1.1","svm"
49.5535619532534,49.5535619532534,"CURu","IYA","winter","BCC-CSM1.1","svm"
52.3810879694735,52.3810879694735,"CURv","IYA","winter","BCC-CSM1.1","svm"
14.5349207407772,14.5349207407772,"CUR","IYA","winter","BCC-CSM1.1","svm"
77.041275106486,77.041275106486,"SSH","IYA","winter","BCC-CSM1.1","svm"
47.0144774574418,47.0144774574418,"SSHg","IYA","winter","BCC-CSM1.1","svm"
0,0,"SSTg","IYA","winter","BCC-CSM1.1","svm"
57.667960832867,57.667960832867,"DEP","IYA","winter","BCC-CSM1.1","svm"
