"Overall","variable","sp","season","climate","method"
0,"WINu","IYA","winter","BCC-CSM1.1","gam"
82.808499040577,"WINv","IYA","winter","BCC-CSM1.1","gam"
100,"WIN","IYA","winter","BCC-CSM1.1","gam"
76.4282397540342,"SST","IYA","winter","BCC-CSM1.1","gam"
88.6945621015337,"SSH","IYA","winter","BCC-CSM1.1","gam"
32.097619898886,"SSHg","IYA","winter","BCC-CSM1.1","gam"
15.198990225358,"SSTg","IYA","winter","BCC-CSM1.1","gam"
6.46624735659611,"CURu","IYA","winter","BCC-CSM1.1","gam"
14.4412426007537,"CURv","IYA","winter","BCC-CSM1.1","gam"
10.1150001354454,"CUR","IYA","winter","BCC-CSM1.1","gam"
52.4296910311526,"DEP","IYA","winter","BCC-CSM1.1","gam"
