"Overall","variable","sp","climate","season","method"
0,"ICE","SRP","ACCESS1-0","winter","gbm"
21.7784980069785,"SST","SRP","ACCESS1-0","winter","gbm"
26.5363615013975,"SSTg","SRP","ACCESS1-0","winter","gbm"
48.3520737331018,"WIN","SRP","ACCESS1-0","winter","gbm"
52.3907509116164,"WINu","SRP","ACCESS1-0","winter","gbm"
44.1765363555338,"WINv","SRP","ACCESS1-0","winter","gbm"
21.612073752388,"CUR","SRP","ACCESS1-0","winter","gbm"
17.8368224870551,"CURu","SRP","ACCESS1-0","winter","gbm"
46.4590781003226,"CURv","SRP","ACCESS1-0","winter","gbm"
47.0242641209517,"SSH","SRP","ACCESS1-0","winter","gbm"
25.5385431771716,"SSHg","SRP","ACCESS1-0","winter","gbm"
100,"DEP","SRP","ACCESS1-0","winter","gbm"
