"Overall","variable","sp","season","climate","method"
0,"WIN","WCP","summer","EC-EARTH","gam"
NA,"WINu","WCP","summer","EC-EARTH","gam"
NA,"WINv","WCP","summer","EC-EARTH","gam"
NA,"CURv","WCP","summer","EC-EARTH","gam"
0,"CURu","WCP","summer","EC-EARTH","gam"
NA,"SST","WCP","summer","EC-EARTH","gam"
0,"CUR","WCP","summer","EC-EARTH","gam"
NA,"SSH","WCP","summer","EC-EARTH","gam"
NA,"SSHg","WCP","summer","EC-EARTH","gam"
NA,"SSTg","WCP","summer","EC-EARTH","gam"
NA,"DEP","WCP","summer","EC-EARTH","gam"
