"Overall","variable","sp","season","climate","method"
NA,"WINu","AFS","winter","NorESM1-M","gam"
NA,"WINv","AFS","winter","NorESM1-M","gam"
NA,"WIN","AFS","winter","NorESM1-M","gam"
NA,"CURv","AFS","winter","NorESM1-M","gam"
NA,"SST","AFS","winter","NorESM1-M","gam"
NA,"SSH","AFS","winter","NorESM1-M","gam"
NA,"SSHg","AFS","winter","NorESM1-M","gam"
NA,"SSTg","AFS","winter","NorESM1-M","gam"
NA,"CURu","AFS","winter","NorESM1-M","gam"
NA,"DEP","AFS","winter","NorESM1-M","gam"
NA,"CUR","AFS","winter","NorESM1-M","gam"
