"Overall","variable","sp","season","climate","method"
NA,"CURu","KIN","winter","CMCC-CM","gam"
NA,"SST","KIN","winter","CMCC-CM","gam"
NA,"SSH","KIN","winter","CMCC-CM","gam"
NA,"SSHg","KIN","winter","CMCC-CM","gam"
NA,"SSTg","KIN","winter","CMCC-CM","gam"
NA,"CURv","KIN","winter","CMCC-CM","gam"
NA,"DEP","KIN","winter","CMCC-CM","gam"
NA,"CUR","KIN","winter","CMCC-CM","gam"
NA,"WINv","KIN","winter","CMCC-CM","gam"
NA,"WINu","KIN","winter","CMCC-CM","gam"
NA,"WIN","KIN","winter","CMCC-CM","gam"
