"Overall","variable","sp","season","climate","method"
NA,"WINv","NGP","winter","EC-EARTH","gam"
0,"WINu","NGP","winter","EC-EARTH","gam"
0,"WIN","NGP","winter","EC-EARTH","gam"
0,"CURu","NGP","winter","EC-EARTH","gam"
NA,"SST","NGP","winter","EC-EARTH","gam"
0,"CURv","NGP","winter","EC-EARTH","gam"
0,"CUR","NGP","winter","EC-EARTH","gam"
NA,"SSH","NGP","winter","EC-EARTH","gam"
0,"SSHg","NGP","winter","EC-EARTH","gam"
0,"SSTg","NGP","winter","EC-EARTH","gam"
NA,"DEP","NGP","winter","EC-EARTH","gam"
