"Overall","variable","sp","season","climate","method"
2.85751314537215,"ICE","IYA","winter","EC-EARTH","ann"
100,"SST","IYA","winter","EC-EARTH","ann"
18.4573199735616,"WINu","IYA","winter","EC-EARTH","ann"
61.3057399171958,"WINv","IYA","winter","EC-EARTH","ann"
53.3467959838735,"WIN","IYA","winter","EC-EARTH","ann"
11.4461748793726,"CURu","IYA","winter","EC-EARTH","ann"
19.7929438728382,"CURv","IYA","winter","EC-EARTH","ann"
18.3779231120064,"CUR","IYA","winter","EC-EARTH","ann"
1.74948326268548,"SSH","IYA","winter","EC-EARTH","ann"
21.4353301273414,"SSHg","IYA","winter","EC-EARTH","ann"
0,"SSTg","IYA","winter","EC-EARTH","ann"
45.4275829032331,"DEP","IYA","winter","EC-EARTH","ann"
