"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","KIN","winter","ACCESS1-0","svm"
93.7233131717859,93.7233131717859,"SST","KIN","winter","ACCESS1-0","svm"
31.4759264806922,31.4759264806922,"WINu","KIN","winter","ACCESS1-0","svm"
19.097717466967,19.097717466967,"WINv","KIN","winter","ACCESS1-0","svm"
29.253655838795,29.253655838795,"WIN","KIN","winter","ACCESS1-0","svm"
30.0859108787983,30.0859108787983,"CURu","KIN","winter","ACCESS1-0","svm"
15.3400467014139,15.3400467014139,"CURv","KIN","winter","ACCESS1-0","svm"
22.2848601722992,22.2848601722992,"CUR","KIN","winter","ACCESS1-0","svm"
100,100,"SSH","KIN","winter","ACCESS1-0","svm"
40.6372401302556,40.6372401302556,"SSHg","KIN","winter","ACCESS1-0","svm"
15.5664647636169,15.5664647636169,"SSTg","KIN","winter","ACCESS1-0","svm"
15.1058065490036,15.1058065490036,"DEP","KIN","winter","ACCESS1-0","svm"
