"Overall","variable","sp","season","climate","method"
9.63151029778518,"CURv","IYA","summer","CMCC-CM","gam"
0,"CURu","IYA","summer","CMCC-CM","gam"
54.1127209875794,"SST","IYA","summer","CMCC-CM","gam"
42.171459974424,"SSH","IYA","summer","CMCC-CM","gam"
89.9465450225798,"SSHg","IYA","summer","CMCC-CM","gam"
100,"SSTg","IYA","summer","CMCC-CM","gam"
19.3393803127598,"CUR","IYA","summer","CMCC-CM","gam"
10.1970656350547,"WINv","IYA","summer","CMCC-CM","gam"
37.4214246418307,"WINu","IYA","summer","CMCC-CM","gam"
9.93078007396158,"WIN","IYA","summer","CMCC-CM","gam"
98.5286707478426,"DEP","IYA","summer","CMCC-CM","gam"
