"Overall","variable","sp","season","climate","method"
4.16306035967698,"ICE","SRP","summer","CMCC-CM","ann"
84.6119703510149,"SST","SRP","summer","CMCC-CM","ann"
38.1475437682137,"WINu","SRP","summer","CMCC-CM","ann"
30.3155822297996,"WINv","SRP","summer","CMCC-CM","ann"
74.7464271976773,"WIN","SRP","summer","CMCC-CM","ann"
39.6729044803066,"CURu","SRP","summer","CMCC-CM","ann"
50.5581561063352,"CURv","SRP","summer","CMCC-CM","ann"
39.7267370814319,"CUR","SRP","summer","CMCC-CM","ann"
41.8861910684181,"SSH","SRP","summer","CMCC-CM","ann"
0,"SSHg","SRP","summer","CMCC-CM","ann"
2.59035574351837,"SSTg","SRP","summer","CMCC-CM","ann"
100,"DEP","SRP","summer","CMCC-CM","ann"
