"Obs","Sim","variable","sp","season","climate","method"
42.1686116633715,42.1686116633715,"ICE","IYA","summer","NorESM1-M","svm"
100,100,"SST","IYA","summer","NorESM1-M","svm"
48.9091994816838,48.9091994816838,"WINu","IYA","summer","NorESM1-M","svm"
77.7884864272457,77.7884864272457,"WINv","IYA","summer","NorESM1-M","svm"
51.4017272483378,51.4017272483378,"WIN","IYA","summer","NorESM1-M","svm"
67.8224665018146,67.8224665018146,"CURu","IYA","summer","NorESM1-M","svm"
16.5188479661128,16.5188479661128,"CURv","IYA","summer","NorESM1-M","svm"
32.4858639270707,32.4858639270707,"CUR","IYA","summer","NorESM1-M","svm"
93.4138134235063,93.4138134235063,"SSH","IYA","summer","NorESM1-M","svm"
0,0,"SSHg","IYA","summer","NorESM1-M","svm"
68.2374026288729,68.2374026288729,"SSTg","IYA","summer","NorESM1-M","svm"
44.2138675524512,44.2138675524512,"DEP","IYA","summer","NorESM1-M","svm"
