"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","DMS","summer","EC-EARTH","svm"
90.1080860755565,90.1080860755565,"SST","DMS","summer","EC-EARTH","svm"
70.4694104960817,70.4694104960817,"WINu","DMS","summer","EC-EARTH","svm"
44.5316778336834,44.5316778336834,"WINv","DMS","summer","EC-EARTH","svm"
74.2804679286182,74.2804679286182,"WIN","DMS","summer","EC-EARTH","svm"
20.821858121364,20.821858121364,"CURu","DMS","summer","EC-EARTH","svm"
24.8755378848322,24.8755378848322,"CURv","DMS","summer","EC-EARTH","svm"
19.8338244625515,19.8338244625515,"CUR","DMS","summer","EC-EARTH","svm"
100,100,"SSH","DMS","summer","EC-EARTH","svm"
22.0894030712303,22.0894030712303,"SSHg","DMS","summer","EC-EARTH","svm"
55.0666268097757,55.0666268097757,"SSTg","DMS","summer","EC-EARTH","svm"
36.8354290948107,36.8354290948107,"DEP","DMS","summer","EC-EARTH","svm"
