"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","MAC","summer","CMCC-CM","svm"
74.3202659284647,74.3202659284647,"SST","MAC","summer","CMCC-CM","svm"
8.23023332563015,8.23023332563015,"WINu","MAC","summer","CMCC-CM","svm"
2.79729028827076,2.79729028827076,"WINv","MAC","summer","CMCC-CM","svm"
7.33773332822755,7.33773332822755,"WIN","MAC","summer","CMCC-CM","svm"
29.9090143661156,29.9090143661156,"CURu","MAC","summer","CMCC-CM","svm"
91.6266914223198,91.6266914223198,"CURv","MAC","summer","CMCC-CM","svm"
64.1740028981287,64.1740028981287,"CUR","MAC","summer","CMCC-CM","svm"
99.3979603710661,99.3979603710661,"SSH","MAC","summer","CMCC-CM","svm"
59.2509244223075,59.2509244223075,"SSHg","MAC","summer","CMCC-CM","svm"
100,100,"SSTg","MAC","summer","CMCC-CM","svm"
63.3617353951813,63.3617353951813,"DEP","MAC","summer","CMCC-CM","svm"
