"Overall","variable","sp","season","climate","method"
NA,"WINu","IYA","winter","CanESM2","gam"
NA,"WINv","IYA","winter","CanESM2","gam"
NA,"WIN","IYA","winter","CanESM2","gam"
NA,"SST","IYA","winter","CanESM2","gam"
NA,"SSH","IYA","winter","CanESM2","gam"
NA,"SSHg","IYA","winter","CanESM2","gam"
NA,"SSTg","IYA","winter","CanESM2","gam"
NA,"CURu","IYA","winter","CanESM2","gam"
NA,"CURv","IYA","winter","CanESM2","gam"
NA,"CUR","IYA","winter","CanESM2","gam"
NA,"DEP","IYA","winter","CanESM2","gam"
