"Overall","variable","sp","climate","season","method"
0,"ICE","LMS","BCC-CSM1.1","winter","rf"
82.1933508964164,"SST","LMS","BCC-CSM1.1","winter","rf"
19.936989243975,"SSTg","LMS","BCC-CSM1.1","winter","rf"
100,"WINu","LMS","BCC-CSM1.1","winter","rf"
48.8397891602909,"WINv","LMS","BCC-CSM1.1","winter","rf"
39.1182253385066,"CURu","LMS","BCC-CSM1.1","winter","rf"
28.9385330849056,"CURv","LMS","BCC-CSM1.1","winter","rf"
62.3856604502977,"SSH","LMS","BCC-CSM1.1","winter","rf"
27.1650938736941,"SSHg","LMS","BCC-CSM1.1","winter","rf"
25.1370181361181,"DEP","LMS","BCC-CSM1.1","winter","rf"
