"Obs","Sim","variable","sp","season","climate","method"
1.83151382382371,1.83151382382371,"ICE","SRP","winter","EC-EARTH","svm"
55.741939114696,55.741939114696,"SST","SRP","winter","EC-EARTH","svm"
98.1027498452024,98.1027498452024,"WINu","SRP","winter","EC-EARTH","svm"
43.0483278515844,43.0483278515844,"WINv","SRP","winter","EC-EARTH","svm"
100,100,"WIN","SRP","winter","EC-EARTH","svm"
23.3198315959808,23.3198315959808,"CURu","SRP","winter","EC-EARTH","svm"
0,0,"CURv","SRP","winter","EC-EARTH","svm"
26.8745271905786,26.8745271905786,"CUR","SRP","winter","EC-EARTH","svm"
52.3958990708973,52.3958990708973,"SSH","SRP","winter","EC-EARTH","svm"
15.8571439447292,15.8571439447292,"SSHg","SRP","winter","EC-EARTH","svm"
68.2339322407354,68.2339322407354,"SSTg","SRP","winter","EC-EARTH","svm"
14.8807969451384,14.8807969451384,"DEP","SRP","winter","EC-EARTH","svm"
