"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","SFS","winter","NorESM1-M","svm"
98.9763792211286,98.9763792211286,"SST","SFS","winter","NorESM1-M","svm"
51.8435579824235,51.8435579824235,"WINu","SFS","winter","NorESM1-M","svm"
11.1870537068277,11.1870537068277,"WINv","SFS","winter","NorESM1-M","svm"
58.5096204713823,58.5096204713823,"WIN","SFS","winter","NorESM1-M","svm"
47.2566163974777,47.2566163974777,"CURu","SFS","winter","NorESM1-M","svm"
18.8635174472991,18.8635174472991,"CURv","SFS","winter","NorESM1-M","svm"
53.9559322996203,53.9559322996203,"CUR","SFS","winter","NorESM1-M","svm"
100,100,"SSH","SFS","winter","NorESM1-M","svm"
40.9087915205216,40.9087915205216,"SSHg","SFS","winter","NorESM1-M","svm"
63.4309507601517,63.4309507601517,"SSTg","SFS","winter","NorESM1-M","svm"
15.7486024788551,15.7486024788551,"DEP","SFS","winter","NorESM1-M","svm"
