"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","AFS","summer","ACCESS1-0","svm"
72.4421225716776,72.4421225716776,"SST","AFS","summer","ACCESS1-0","svm"
32.1104791818571,32.1104791818571,"WINu","AFS","summer","ACCESS1-0","svm"
27.0124288126854,27.0124288126854,"WINv","AFS","summer","ACCESS1-0","svm"
33.3877007551984,33.3877007551984,"WIN","AFS","summer","ACCESS1-0","svm"
64.1177200450094,64.1177200450094,"CURu","AFS","summer","ACCESS1-0","svm"
7.71725823563946,7.71725823563946,"CURv","AFS","summer","ACCESS1-0","svm"
59.7345307073771,59.7345307073771,"CUR","AFS","summer","ACCESS1-0","svm"
100,100,"SSH","AFS","summer","ACCESS1-0","svm"
72.8318533681677,72.8318533681677,"SSHg","AFS","summer","ACCESS1-0","svm"
88.205665677775,88.205665677775,"SSTg","AFS","summer","ACCESS1-0","svm"
53.7169242326828,53.7169242326828,"DEP","AFS","summer","ACCESS1-0","svm"
