"Overall","variable","sp","season","climate","method"
NA,"WINu","DMS","summer","CanESM2","gam"
NA,"WINv","DMS","summer","CanESM2","gam"
NA,"WIN","DMS","summer","CanESM2","gam"
0,"CURu","DMS","summer","CanESM2","gam"
NA,"CURv","DMS","summer","CanESM2","gam"
NA,"CUR","DMS","summer","CanESM2","gam"
NA,"SST","DMS","summer","CanESM2","gam"
NA,"SSH","DMS","summer","CanESM2","gam"
NA,"SSHg","DMS","summer","CanESM2","gam"
NA,"SSTg","DMS","summer","CanESM2","gam"
NA,"DEP","DMS","summer","CanESM2","gam"
