"Overall","variable","sp","climate","season","method"
0,"ICE","MAC","CanESM2","winter","rf"
57.3031508575591,"SST","MAC","CanESM2","winter","rf"
38.0336377742985,"SSTg","MAC","CanESM2","winter","rf"
32.4333518351312,"WINu","MAC","CanESM2","winter","rf"
31.3173742730838,"WINv","MAC","CanESM2","winter","rf"
38.6052032218706,"CURu","MAC","CanESM2","winter","rf"
47.9079628456883,"CURv","MAC","CanESM2","winter","rf"
100,"SSH","MAC","CanESM2","winter","rf"
29.5868802033021,"SSHg","MAC","CanESM2","winter","rf"
23.2847228074076,"DEP","MAC","CanESM2","winter","rf"
