"Overall","variable","sp","climate","season","method"
3.13189272415533,"ICE","SES","EC-EARTH","summer","gbm"
47.5684163604032,"SST","SES","EC-EARTH","summer","gbm"
1.03950231945211,"SSTg","SES","EC-EARTH","summer","gbm"
3.07593144169569,"WIN","SES","EC-EARTH","summer","gbm"
5.63209621046521,"WINu","SES","EC-EARTH","summer","gbm"
12.599708290183,"WINv","SES","EC-EARTH","summer","gbm"
14.5570129662419,"CUR","SES","EC-EARTH","summer","gbm"
0.214077300585354,"CURu","SES","EC-EARTH","summer","gbm"
0,"CURv","SES","EC-EARTH","summer","gbm"
100,"SSH","SES","EC-EARTH","summer","gbm"
29.2373433964429,"SSHg","SES","EC-EARTH","summer","gbm"
23.7558088259404,"DEP","SES","EC-EARTH","summer","gbm"
