"Overall","variable","sp","season","climate","method"
0,"WINu","ORC","winter","MIROC-ESM","gam"
0,"WINv","ORC","winter","MIROC-ESM","gam"
0,"WIN","ORC","winter","MIROC-ESM","gam"
0,"SST","ORC","winter","MIROC-ESM","gam"
0,"CURu","ORC","winter","MIROC-ESM","gam"
0,"CURv","ORC","winter","MIROC-ESM","gam"
0,"CUR","ORC","winter","MIROC-ESM","gam"
0,"SSH","ORC","winter","MIROC-ESM","gam"
0,"SSHg","ORC","winter","MIROC-ESM","gam"
0,"SSTg","ORC","winter","MIROC-ESM","gam"
NA,"DEP","ORC","winter","MIROC-ESM","gam"
