"Overall","variable","sp","season","climate","method"
NA,"SST","WAB","summer","GISS-E2-H-CC","gam"
NA,"WINu","WAB","summer","GISS-E2-H-CC","gam"
NA,"WINv","WAB","summer","GISS-E2-H-CC","gam"
NA,"WIN","WAB","summer","GISS-E2-H-CC","gam"
NA,"SSTg","WAB","summer","GISS-E2-H-CC","gam"
NA,"CURu","WAB","summer","GISS-E2-H-CC","gam"
NA,"CURv","WAB","summer","GISS-E2-H-CC","gam"
0,"CUR","WAB","summer","GISS-E2-H-CC","gam"
NA,"DEP","WAB","summer","GISS-E2-H-CC","gam"
