"Overall","variable","sp","season","climate","method"
NA,"WINu","SFS","summer","BCC-CSM1.1","gam"
NA,"WINv","SFS","summer","BCC-CSM1.1","gam"
NA,"WIN","SFS","summer","BCC-CSM1.1","gam"
NA,"SST","SFS","summer","BCC-CSM1.1","gam"
NA,"SSH","SFS","summer","BCC-CSM1.1","gam"
NA,"SSHg","SFS","summer","BCC-CSM1.1","gam"
NA,"SSTg","SFS","summer","BCC-CSM1.1","gam"
NA,"CURu","SFS","summer","BCC-CSM1.1","gam"
NA,"CURv","SFS","summer","BCC-CSM1.1","gam"
NA,"CUR","SFS","summer","BCC-CSM1.1","gam"
NA,"DEP","SFS","summer","BCC-CSM1.1","gam"
