"Obs","Sim","variable","sp","season","climate","method"
16.7429475644741,16.7429475644741,"ICE","IYA","summer","BCC-CSM1.1","svm"
100,100,"SST","IYA","summer","BCC-CSM1.1","svm"
7.18987348473049,7.18987348473049,"WINu","IYA","summer","BCC-CSM1.1","svm"
33.1144972232283,33.1144972232283,"WINv","IYA","summer","BCC-CSM1.1","svm"
13.6696398203491,13.6696398203491,"WIN","IYA","summer","BCC-CSM1.1","svm"
37.0347104185957,37.0347104185957,"CURu","IYA","summer","BCC-CSM1.1","svm"
44.4992833639413,44.4992833639413,"CURv","IYA","summer","BCC-CSM1.1","svm"
0,0,"CUR","IYA","summer","BCC-CSM1.1","svm"
93.9702872852573,93.9702872852573,"SSH","IYA","summer","BCC-CSM1.1","svm"
7.5127898251355,7.5127898251355,"SSHg","IYA","summer","BCC-CSM1.1","svm"
70.2489940847196,70.2489940847196,"SSTg","IYA","summer","BCC-CSM1.1","svm"
45.3198084911999,45.3198084911999,"DEP","IYA","summer","BCC-CSM1.1","svm"
