"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","MAC","summer","GISS-E2-H-CC","svm"
52.0637841778105,52.0637841778105,"SST","MAC","summer","GISS-E2-H-CC","svm"
17.9704932815905,17.9704932815905,"WINu","MAC","summer","GISS-E2-H-CC","svm"
11.8673498259052,11.8673498259052,"WINv","MAC","summer","GISS-E2-H-CC","svm"
37.0540864923909,37.0540864923909,"WIN","MAC","summer","GISS-E2-H-CC","svm"
67.0203150878118,67.0203150878118,"CURu","MAC","summer","GISS-E2-H-CC","svm"
56.9972071711779,56.9972071711779,"CURv","MAC","summer","GISS-E2-H-CC","svm"
58.258919714757,58.258919714757,"CUR","MAC","summer","GISS-E2-H-CC","svm"
100,100,"SSTg","MAC","summer","GISS-E2-H-CC","svm"
60.5346624288637,60.5346624288637,"DEP","MAC","summer","GISS-E2-H-CC","svm"
