"Overall","variable","sp","climate","season","method"
0,"ICE","SRP","EC-EARTH","summer","rf"
100,"SST","SRP","EC-EARTH","summer","rf"
81.0950514142385,"SSTg","SRP","EC-EARTH","summer","rf"
51.0332935721327,"WINu","SRP","EC-EARTH","summer","rf"
25.2339445983444,"WINv","SRP","EC-EARTH","summer","rf"
18.0504020927628,"CURu","SRP","EC-EARTH","summer","rf"
20.245158880016,"CURv","SRP","EC-EARTH","summer","rf"
57.2465254660771,"SSH","SRP","EC-EARTH","summer","rf"
25.2126446220715,"SSHg","SRP","EC-EARTH","summer","rf"
41.9368384897688,"DEP","SRP","EC-EARTH","summer","rf"
