"Overall","variable","sp","season","climate","method"
0,"ICE","IYA","summer","ACCESS1-0","rf"
76.8000837874949,"SST","IYA","summer","ACCESS1-0","rf"
26.213216251075,"WINu","IYA","summer","ACCESS1-0","rf"
58.374279347135,"WINv","IYA","summer","ACCESS1-0","rf"
27.8015922812675,"WIN","IYA","summer","ACCESS1-0","rf"
32.7343772185634,"CURu","IYA","summer","ACCESS1-0","rf"
32.2179940229066,"CURv","IYA","summer","ACCESS1-0","rf"
25.6801030983042,"CUR","IYA","summer","ACCESS1-0","rf"
100,"SSH","IYA","summer","ACCESS1-0","rf"
28.0440872193173,"SSHg","IYA","summer","ACCESS1-0","rf"
45.2111345271523,"SSTg","IYA","summer","ACCESS1-0","rf"
55.1324786863694,"DEP","IYA","summer","ACCESS1-0","rf"
