"Overall","variable","sp","climate","season","method"
0,"ICE","SES","ACCESS1-0","summer","rf"
87.7977346632844,"SST","SES","ACCESS1-0","summer","rf"
58.836245859304,"SSTg","SES","ACCESS1-0","summer","rf"
51.9610787720582,"WINu","SES","ACCESS1-0","summer","rf"
56.2623959239829,"WINv","SES","ACCESS1-0","summer","rf"
54.9743318137075,"CURu","SES","ACCESS1-0","summer","rf"
48.1203815354613,"CURv","SES","ACCESS1-0","summer","rf"
100,"SSH","SES","ACCESS1-0","summer","rf"
63.3106966562438,"SSHg","SES","ACCESS1-0","summer","rf"
78.2589084480107,"DEP","SES","ACCESS1-0","summer","rf"
