"Overall","variable","sp","season","climate","method"
NA,"WINu","SRP","winter","CanESM2","gam"
NA,"WINv","SRP","winter","CanESM2","gam"
NA,"WIN","SRP","winter","CanESM2","gam"
NA,"CURu","SRP","winter","CanESM2","gam"
NA,"CURv","SRP","winter","CanESM2","gam"
NA,"CUR","SRP","winter","CanESM2","gam"
NA,"SSTg","SRP","winter","CanESM2","gam"
NA,"SST","SRP","winter","CanESM2","gam"
NA,"SSH","SRP","winter","CanESM2","gam"
NA,"SSHg","SRP","winter","CanESM2","gam"
NA,"DEP","SRP","winter","CanESM2","gam"
