"Overall","variable","sp","season","climate","method"
NA,"WINu","AFS","summer","CanESM2","gam"
NA,"WINv","AFS","summer","CanESM2","gam"
NA,"WIN","AFS","summer","CanESM2","gam"
NA,"CURu","AFS","summer","CanESM2","gam"
NA,"CURv","AFS","summer","CanESM2","gam"
NA,"CUR","AFS","summer","CanESM2","gam"
NA,"SST","AFS","summer","CanESM2","gam"
NA,"SSH","AFS","summer","CanESM2","gam"
NA,"SSHg","AFS","summer","CanESM2","gam"
NA,"SSTg","AFS","summer","CanESM2","gam"
NA,"DEP","AFS","summer","CanESM2","gam"
