"Overall","variable","sp","season","climate","method"
NA,"WINu","NGP","winter","ACCESS1-0","gam"
0,"WINv","NGP","winter","ACCESS1-0","gam"
NA,"WIN","NGP","winter","ACCESS1-0","gam"
0,"CURu","NGP","winter","ACCESS1-0","gam"
0,"CURv","NGP","winter","ACCESS1-0","gam"
0,"CUR","NGP","winter","ACCESS1-0","gam"
NA,"SST","NGP","winter","ACCESS1-0","gam"
NA,"SSH","NGP","winter","ACCESS1-0","gam"
NA,"SSHg","NGP","winter","ACCESS1-0","gam"
NA,"SSTg","NGP","winter","ACCESS1-0","gam"
NA,"DEP","NGP","winter","ACCESS1-0","gam"
