"Overall","variable","sp","season","climate","method"
62.3332285737773,"WINu","IYA","summer","EC-EARTH","gam"
10.7010819196364,"WINv","IYA","summer","EC-EARTH","gam"
0,"WIN","IYA","summer","EC-EARTH","gam"
14.0896716805051,"CURv","IYA","summer","EC-EARTH","gam"
52.4140255058724,"SST","IYA","summer","EC-EARTH","gam"
28.7995094650752,"CURu","IYA","summer","EC-EARTH","gam"
3.3365965872205,"CUR","IYA","summer","EC-EARTH","gam"
39.1793612237662,"SSH","IYA","summer","EC-EARTH","gam"
2.88693224312025,"SSHg","IYA","summer","EC-EARTH","gam"
47.2413233171396,"SSTg","IYA","summer","EC-EARTH","gam"
100,"DEP","IYA","summer","EC-EARTH","gam"
