"Overall","variable","sp","season","climate","method"
NA,"ICE","LMS","winter","NorESM1-M","gam"
NA,"WINu","LMS","winter","NorESM1-M","gam"
NA,"WIN","LMS","winter","NorESM1-M","gam"
NA,"WINv","LMS","winter","NorESM1-M","gam"
0,"DEP","LMS","winter","NorESM1-M","gam"
NA,"CURv","LMS","winter","NorESM1-M","gam"
NA,"SST","LMS","winter","NorESM1-M","gam"
NA,"SSH","LMS","winter","NorESM1-M","gam"
0,"SSHg","LMS","winter","NorESM1-M","gam"
NA,"SSTg","LMS","winter","NorESM1-M","gam"
0,"CURu","LMS","winter","NorESM1-M","gam"
NA,"CUR","LMS","winter","NorESM1-M","gam"
